contrast_order,contrast_type,shock,portfolio,reference_portfolio,comparison_shock,family,metric,direction_multiplier,count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,positive_share,discordant_positive,discordant_negative,reversal
460,severity_increment,stable_depeg_severe,stable_supported,stable_supported,stable_depeg_moderate,,minimum_dai_price,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
461,severity_increment,stable_depeg_severe,stable_supported,stable_supported,stable_depeg_moderate,,restricted_mean_recovery_time,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
462,severity_increment,stable_depeg_severe,stable_supported,stable_supported,stable_depeg_moderate,,recovery_probability_720h,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
463,severity_increment,stable_depeg_severe,stable_heavy,stable_heavy,stable_depeg_moderate,,realised_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
464,severity_increment,stable_depeg_severe,stable_heavy,stable_heavy,stable_depeg_moderate,,positive_realised_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
465,severity_increment,stable_depeg_severe,stable_heavy,stable_heavy,stable_depeg_moderate,,active_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
466,severity_increment,stable_depeg_severe,stable_heavy,stable_heavy,stable_depeg_moderate,,unresolved_tab_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
467,severity_increment,stable_depeg_severe,stable_heavy,stable_heavy,stable_depeg_moderate,,backlog_area_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
468,severity_increment,stable_depeg_severe,stable_heavy,stable_heavy,stable_depeg_moderate,,liquidated_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
469,severity_increment,stable_depeg_severe,stable_heavy,stable_heavy,stable_depeg_moderate,,debt_weighted_liquidated_vault_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
470,severity_increment,stable_depeg_severe,stable_heavy,stable_heavy,stable_depeg_moderate,,successful_closure_count,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
471,severity_increment,stable_depeg_severe,stable_heavy,stable_heavy,stable_depeg_moderate,,capacity_rejected_opportunities,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
472,severity_increment,stable_depeg_severe,stable_heavy,stable_heavy,stable_depeg_moderate,,below_peg_burden,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
473,severity_increment,stable_depeg_severe,stable_heavy,stable_heavy,stable_depeg_moderate,,mean_absolute_peg_deviation,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
474,severity_increment,stable_depeg_severe,stable_heavy,stable_heavy,stable_depeg_moderate,,minimum_dai_price,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
475,severity_increment,stable_depeg_severe,stable_heavy,stable_heavy,stable_depeg_moderate,,restricted_mean_recovery_time,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
476,severity_increment,stable_depeg_severe,stable_heavy,stable_heavy,stable_depeg_moderate,,recovery_probability_720h,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
477,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,,realised_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
478,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,,positive_realised_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
479,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,,active_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
480,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,,unresolved_tab_share,1,128,-0.005300376735556502,0.0021281942640870195,-0.00947163749316706,-0.0011291159779459438,0.0,-0.02972611807593431,0.0,0.0,0.0,0.0,0.0078125,,,
481,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,,backlog_area_share,1,128,-0.027638496342082458,0.010932917405567967,-0.04906701445699567,-0.006209978227169243,0.0,-0.11734325080227366,0.0,0.0,0.0,0.0,0.0,,,
482,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,,liquidated_debt_share,1,128,-0.006830216327688076,0.0023265577186309294,-0.011390269456204697,-0.002270163199171455,0.0,-0.04129176162505703,0.0,0.0,0.0,0.0,0.0,,,
483,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,,debt_weighted_liquidated_vault_share,1,128,-0.006830216327688076,0.00232655771863093,-0.011390269456204699,-0.002270163199171454,0.0,-0.04129176162505703,0.0,0.0,0.0,0.0,0.0,,,
484,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,,successful_closure_count,1,128,-3.2734375,0.951888588703472,-5.139139133858805,-1.407735866141195,0.0,-16.9,0.0,0.0,0.0,0.0,0.0,,,
485,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,,capacity_rejected_opportunities,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
486,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,,below_peg_burden,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
487,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,,mean_absolute_peg_deviation,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
488,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,,minimum_dai_price,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
489,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,,restricted_mean_recovery_time,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
490,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,,recovery_probability_720h,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
491,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,STABLE,stable_attributed_unsafe_vault_count,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
492,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,STABLE,stable_attributed_selected_attempts,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
493,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,STABLE,stable_attributed_capacity_rejections,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
494,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,STABLE,stable_attributed_successful_closures,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
495,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,STABLE,stable_attributed_liquidated_debt,1,128,-0.6845734538671238,0.6845734538671236,-2.026337423446686,0.6571905157124385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
496,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,STABLE,stable_attributed_backlog_area,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
497,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,STABLE,stable_attributed_maximum_backlog,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
498,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,STABLE,stable_attributed_active_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
499,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,STABLE,stable_attributed_realised_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
500,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,STABLE,stable_attributed_keeper_profit_proxy,1,128,-0.034228672693356055,0.03422867269335607,-0.10131687117233394,0.03285952578562183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
501,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,STABLE,stable_attributed_displaced_candidates,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
502,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,STABLE,stable_exposure_normalised_liquidated_debt,1,128,-3.268975263429702e-05,3.268975263429702e-05,-9.676166779751918e-05,3.138216252892514e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
503,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,STABLE,stable_exposure_normalised_backlog,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
504,exposure_gradient,stable_depeg_moderate,stable_heavy,stable_supported,,STABLE,stable_exposure_normalised_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
505,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,,realised_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
506,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,,positive_realised_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
507,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,,active_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
508,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,,unresolved_tab_share,1,128,-0.005300376735556502,0.0021281942640870195,-0.00947163749316706,-0.0011291159779459438,0.0,-0.02972611807593431,0.0,0.0,0.0,0.0,0.0078125,,,
509,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,,backlog_area_share,1,128,-0.027638496342082458,0.010932917405567967,-0.04906701445699567,-0.006209978227169243,0.0,-0.11734325080227366,0.0,0.0,0.0,0.0,0.0,,,
510,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,,liquidated_debt_share,1,128,-0.006830216327688076,0.0023265577186309294,-0.011390269456204697,-0.002270163199171455,0.0,-0.04129176162505703,0.0,0.0,0.0,0.0,0.0,,,
511,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,,debt_weighted_liquidated_vault_share,1,128,-0.006830216327688076,0.00232655771863093,-0.011390269456204699,-0.002270163199171454,0.0,-0.04129176162505703,0.0,0.0,0.0,0.0,0.0,,,
512,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,,successful_closure_count,1,128,-3.2734375,0.951888588703472,-5.139139133858805,-1.407735866141195,0.0,-16.9,0.0,0.0,0.0,0.0,0.0,,,
513,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,,capacity_rejected_opportunities,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
514,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,,below_peg_burden,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
515,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,,mean_absolute_peg_deviation,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
516,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,,minimum_dai_price,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
517,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,,restricted_mean_recovery_time,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
518,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,,recovery_probability_720h,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
519,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,STABLE,stable_attributed_unsafe_vault_count,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
520,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,STABLE,stable_attributed_selected_attempts,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
521,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,STABLE,stable_attributed_capacity_rejections,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
522,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,STABLE,stable_attributed_successful_closures,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
523,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,STABLE,stable_attributed_liquidated_debt,1,128,-0.6845734538671238,0.6845734538671236,-2.026337423446686,0.6571905157124385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
524,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,STABLE,stable_attributed_backlog_area,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
525,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,STABLE,stable_attributed_maximum_backlog,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
526,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,STABLE,stable_attributed_active_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
527,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,STABLE,stable_attributed_realised_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
528,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,STABLE,stable_attributed_keeper_profit_proxy,1,128,-0.034228672693356055,0.03422867269335607,-0.10131687117233394,0.03285952578562183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
529,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,STABLE,stable_attributed_displaced_candidates,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
530,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,STABLE,stable_exposure_normalised_liquidated_debt,1,128,-3.268975263429702e-05,3.268975263429702e-05,-9.676166779751918e-05,3.138216252892514e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
531,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,STABLE,stable_exposure_normalised_backlog,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
532,exposure_gradient,stable_depeg_severe,stable_heavy,stable_supported,,STABLE,stable_exposure_normalised_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
533,stable_to_crypto_contagion,joint_crypto_stable_stress,stable_supported,stable_supported,joint_crypto_high_correlation,ETH+WBTC,selected_attempts,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
534,stable_to_crypto_contagion,joint_crypto_stable_stress,stable_supported,stable_supported,joint_crypto_high_correlation,ETH+WBTC,capacity_rejections,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
535,stable_to_crypto_contagion,joint_crypto_stable_stress,stable_supported,stable_supported,joint_crypto_high_correlation,ETH+WBTC,liquidated_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
536,stable_to_crypto_contagion,joint_crypto_stable_stress,stable_supported,stable_supported,joint_crypto_high_correlation,ETH+WBTC,backlog_area,1,128,7.3167092747935385,7.31670927479354,-7.024040903801801,21.657459453388878,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,,,
537,stable_to_crypto_contagion,joint_crypto_stable_stress,stable_supported,stable_supported,joint_crypto_high_correlation,ETH+WBTC,maximum_backlog,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
538,stable_to_crypto_contagion,joint_crypto_stable_stress,stable_supported,stable_supported,joint_crypto_high_correlation,ETH+WBTC,keeper_profit_proxy,1,128,0.0074930324265096715,0.00749303242650967,-0.00719331112944928,0.02217937598246862,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,,,
539,stable_to_crypto_contagion,joint_crypto_stable_stress,stable_heavy,stable_heavy,joint_crypto_high_correlation,ETH+WBTC,selected_attempts,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
540,stable_to_crypto_contagion,joint_crypto_stable_stress,stable_heavy,stable_heavy,joint_crypto_high_correlation,ETH+WBTC,capacity_rejections,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
541,stable_to_crypto_contagion,joint_crypto_stable_stress,stable_heavy,stable_heavy,joint_crypto_high_correlation,ETH+WBTC,liquidated_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
542,stable_to_crypto_contagion,joint_crypto_stable_stress,stable_heavy,stable_heavy,joint_crypto_high_correlation,ETH+WBTC,backlog_area,1,128,11.264636583742686,11.264636583742684,-10.814051120392975,33.343324287878346,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,,,
543,stable_to_crypto_contagion,joint_crypto_stable_stress,stable_heavy,stable_heavy,joint_crypto_high_correlation,ETH+WBTC,maximum_backlog,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
544,stable_to_crypto_contagion,joint_crypto_stable_stress,stable_heavy,stable_heavy,joint_crypto_high_correlation,ETH+WBTC,keeper_profit_proxy,1,128,0.0074930324265096715,0.00749303242650967,-0.00719331112944928,0.02217937598246862,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,,,
