candidate_index,event_set,replication_count,moment,event_count,point_estimate,analytic_mcse,replication_index_mcse,diagnostic_mcse,relative_disagreement,agreement_pass,threshold,pass,dominant_event,dominant_event_mc_variance_share,effective_event_count,right_censoring_share,convergence_slope,convergence_classification,projected_required_replications
0,search_32,128,ordinary_above_mean,32,-9.5134546050499997e-05,0,0,0,0,True,2.8830000000000002e-06,True,,0,32,0.002197265625,,faster_than_expected_or_floor_effect,
0,search_32,128,first_six_hour_burden_mean,32,6.6542028014774149e-05,3.6416322669951839e-05,3.6230969821655936e-05,3.6416322669951839e-05,0.0050898288104428103,True,0.0024570982533000003,True,calibration__20200615T050000Z,0.67218119155608869,1.8854510741805806,0.002197265625,-0.64374957595078464,regular_convergence,1
0,search_32,128,maximum_downside_deviation_mean,32,0.0011112417254217734,0.00035541049761813221,0.00035053222507204078,0.00035541049761813221,0.013725741301352453,True,5.4365875714999998e-05,False,calibration__20210920T030000Z,0.77055740893134572,1.5470657707224609,0.002197265625,-0.47031186845463502,regular_convergence,8192
0,search_32,128,recovery_completion_hours_mean,32,70.42529296875,0.51577573815207123,0.49924059704384255,0.51577573815207123,0.032058780367356987,True,0.95394282938200003,True,calibration__20210920T030000Z,0.69497326553299199,1.8863621508626218,0.002197265625,-0.52082026357664646,regular_convergence,64
0,search_32,128,failed_recovery_attempts_mean,32,0.023681640625,0.0036020230588738392,0.0035305636950269731,0.0036020230588738392,0.019838674733306024,True,0.12984694187000001,True,calibration__20210920T030000Z,0.6363175981190089,2.4260115405739087,0.002197265625,-0.37087906975698964,regular_convergence,1
0,search_32,128,initial_gap_q4_q1_burden_contrast,32,0.00011084807440200312,0.00012219046752091575,0.00012227560291235993,0.00012227560291235993,0.0006962582020978228,True,0.0071927000000000007,True,calibration__20200615T050000Z,0.95526499337772131,1.0944030508336144,0.002197265625,-0.79818107923646708,faster_than_expected_or_floor_effect,
0,search_32,128,eth_recovery_q4_q1_duration_contrast,32,-35.427734375,1.7682635443342827,1.7735626188210762,1.7735626188210762,0.0029878135852434515,True,0.75324999999999998,False,calibration__20210920T030000Z,0.94605397079220266,1.1159973572738318,0.002197265625,-0.4993115979081611,regular_convergence,1024
0,search_32,256,ordinary_below_mean,32,0.000353255329457,0,0,0,0,True,1.3559e-05,True,,0,32,0.00244140625,,faster_than_expected_or_floor_effect,
0,search_32,256,ordinary_above_mean,32,-9.5134546050499997e-05,0,0,0,0,True,2.8830000000000002e-06,True,,0,32,0.00244140625,,faster_than_expected_or_floor_effect,
0,search_32,256,first_six_hour_burden_mean,32,7.2008161804434291e-05,2.3308168897166226e-05,2.2975041097197337e-05,2.3308168897166226e-05,0.014292319634314559,True,0.0024570982533000003,True,calibration__20200615T050000Z,0.4102062083529962,4.008571663796026,0.00244140625,-0.64374957595078464,regular_convergence,1
0,search_32,256,maximum_downside_deviation_mean,32,0.0012325731046658158,0.00026339149167984948,0.00025968391324816034,0.00026339149167984948,0.01407630295133328,True,5.4365875714999998e-05,False,calibration__20210920T030000Z,0.79192263121040252,1.4916055664525794,0.00244140625,-0.47031186845463502,regular_convergence,8192
0,search_32,256,recovery_completion_hours_mean,32,70.690185546875,0.37054817304540638,0.36453332777118791,0.37054817304540638,0.016232289650181118,True,0.95394282938200003,True,calibration__20210920T030000Z,0.71449495484198289,1.8050896994514041,0.00244140625,-0.52082026357664646,regular_convergence,64
0,search_32,256,failed_recovery_attempts_mean,32,0.0267333984375,0.0026819650628011342,0.0026953967060400152,0.0026953967060400152,0.004983178620342775,True,0.12984694187000001,True,calibration__20210920T030000Z,0.51616283887530368,3.5893798445933816,0.00244140625,-0.37087906975698964,regular_convergence,1
0,search_32,256,initial_gap_q4_q1_burden_contrast,32,7.3209708311808942e-05,7.031749096931693e-05,7.0308885032900677e-05,7.031749096931693e-05,0.00012238685279611228,True,0.0071927000000000007,True,calibration__20200615T050000Z,0.72112705965369528,1.8502622433024478,0.00244140625,-0.79818107923646708,faster_than_expected_or_floor_effect,
