event_id,partition,onset_timestamp_utc,completion_timestamp_utc,stable_run_start_timestamp_utc,trough_timestamp_utc,first_return_timestamp_utc,calendar_year,event_duration_hours,hours_below_0995,initial_peg_gap,minimum_price,maximum_downside_deviation,maximum_six_hour_burden,first_six_hour_burden,first_24_hour_burden,cumulative_downside_burden,burden_after_first_return,hours_to_minimum,hours_to_first_return,recovery_completion_hours,recovery_hours_from_trough,recovery_half_life,failed_recovery_attempts,post_recovery_overshoot,onset_eth_downside,event_eth_downside,eth_recovery_24h,eligible_first_six_hour_burden,eligible_maximum_downside_deviation,eligible_recovery_completion_hours,eligible_failed_recovery_attempts,eligible_initial_gap_contrast,eligible_eth_recovery_contrast
calibration__20210716T090000Z,calibration,2021-07-16T09:00:00Z,2021-07-17T09:00:00Z,2021-07-16T10:00:00Z,2021-07-16T09:00:00Z,2021-07-16T10:00:00Z,2021,24,1,0.00523725,0.99476275,0.00023725,0.04745,0.00790833333333,0.00197708333333,0.04745,0,0,1,24,24,3,0,0.00967216666667,0.0337303671784,0,0.0144320625457,True,True,True,True,True,True
calibration__20210719T120000Z,calibration,2021-07-19T12:00:00Z,2021-07-21T03:00:00Z,2021-07-20T04:00:00Z,2021-07-20T02:00:00Z,2021-07-19T13:00:00Z,2021,39,4,0.00630408333333,0.9925465,0.0024535,0.260816666667,0.0434694444444,0.0584277777778,1.40226666667,1.14145,14,1,39,25,3,1,0.00978483333333,0.0522967386401,0.0371851575281,-0.00264165606576,True,True,True,True,True,True
calibration__20210725T140000Z,calibration,2021-07-25T14:00:00Z,2021-07-26T14:00:00Z,2021-07-25T15:00:00Z,2021-07-25T14:00:00Z,2021-07-25T15:00:00Z,2021,24,1,0.00511141666667,0.994888583333,0.000111416666667,0.0222833333334,0.00371388888889,0.000928472222223,0.0222833333334,0,0,1,24,24,1,0,0.0072065,0.0169326471707,0,0.0982296045634,True,True,True,True,True,True
calibration__20210808T140000Z,calibration,2021-08-08T14:00:00Z,2021-08-09T14:00:00Z,2021-08-08T15:00:00Z,2021-08-08T14:00:00Z,2021-08-08T15:00:00Z,2021,24,1,0.00524783333333,0.994752166667,0.000247833333333,0.0495666666666,0.00826111111111,0.00206527777778,0.0495666666666,0,0,1,24,24,4,0,0.00589383333333,0,0,0.0150096606366,True,True,True,True,True,True
calibration__20210812T140000Z,calibration,2021-08-12T14:00:00Z,2021-08-13T14:00:00Z,2021-08-12T15:00:00Z,2021-08-12T14:00:00Z,2021-08-12T15:00:00Z,2021,24,1,0.00507875,0.99492125,7.875e-05,0.01575,0.002625,0.00065625,0.01575,0,0,1,24,24,1,0,0.00474541666667,0.0406175318607,0,0.051701063699,True,True,True,True,True,True
calibration__20210827T000000Z,calibration,2021-08-27T00:00:00Z,2021-08-28T00:00:00Z,2021-08-27T01:00:00Z,2021-08-27T00:00:00Z,2021-08-27T01:00:00Z,2021,24,1,0.00545691666667,0.994543083333,0.000456916666667,0.0913833333334,0.0152305555556,0.00380763888889,0.0913833333334,0,0,1,24,24,1,0,0.00262925,0.0352772566416,0,0.0629778127513,True,True,True,True,True,True
calibration__20210920T030000Z,calibration,2021-09-20T03:00:00Z,2021-09-21T03:00:00Z,2021-09-20T04:00:00Z,2021-09-20T03:00:00Z,2021-09-20T04:00:00Z,2021,24,1,0.00548108333333,0.994518916667,0.000481083333333,0.0962166666666,0.0160361111111,0.00400902777778,0.0962166666666,0,0,1,24,24,1,0,0.00495708333333,0.0480765132839,0.0796336814419,-0.0543715745457,True,True,True,True,True,True
calibration__20210926T070000Z,calibration,2021-09-26T07:00:00Z,2021-09-27T07:00:00Z,2021-09-26T08:00:00Z,2021-09-26T07:00:00Z,2021-09-26T08:00:00Z,2021,24,1,0.00541041666667,0.994589583333,0.000410416666667,0.0820833333333,0.0136805555556,0.00342013888889,0.0820833333333,0,0,1,24,24,2,0,0.00174133333333,0.0280327080607,0,0.112669537929,True,True,True,True,True,True
calibration__20211015T090000Z,calibration,2021-10-15T09:00:00Z,2021-10-16T10:00:00Z,2021-10-15T11:00:00Z,2021-10-15T09:00:00Z,2021-10-15T11:00:00Z,2021,25,2,0.0113375,0.9886625,0.0063375,1,0.291722222222,0.0729305555556,1.75033333333,0,0,2,25,25,2,0,0.00269975,0,0,0.0773469002917,True,True,True,True,True,True
calibration__20211028T220000Z,calibration,2021-10-28T22:00:00Z,2021-10-29T22:00:00Z,2021-10-28T23:00:00Z,2021-10-28T22:00:00Z,2021-10-28T23:00:00Z,2021,24,1,0.0053135,0.9946865,0.0003135,0.0627,0.01045,0.0026125,0.0627,0,0,1,24,24,1,0,0.00519475,0,0,0.0561700470621,True,True,True,True,True,True
calibration__20211122T030000Z,calibration,2021-11-22T03:00:00Z,2021-11-23T04:00:00Z,2021-11-22T05:00:00Z,2021-11-22T03:00:00Z,2021-11-22T05:00:00Z,2021,25,2,0.00685941666667,0.993140583333,0.00185941666667,0.371883333333,0.110925,0.02773125,0.66555,0,0,2,25,25,2,0,0.00120791666667,0.0558583096207,0.00141346150625,0.0107965144896,True,True,True,True,True,True
calibration__20211210T180000Z,calibration,2021-12-10T18:00:00Z,2021-12-11T18:00:00Z,2021-12-10T19:00:00Z,2021-12-10T18:00:00Z,2021-12-10T19:00:00Z,2021,24,1,0.00538841666667,0.994611583333,0.000388416666667,0.0776833333334,0.0129472222222,0.00323680555556,0.0776833333334,0,0,1,24,24,1,0,0.00214008333333,0.0560359437743,0,0.017543710577,True,True,True,True,True,True
final_stress_validation__20230311T010000Z,final_stress_validation,2023-03-11T01:00:00Z,2023-03-14T23:00:00Z,2023-03-14T00:00:00Z,2023-03-11T07:00:00Z,2023-03-14T00:00:00Z,2023,94,71,0.00674958333333,0.905123916667,0.0898760833333,1,0.819747222222,0.954936805556,59.1812833333,0,6,71,94,88,10,0,0,0.00013845275002,0,-0.000755378844192,True,True,True,True,True,True
