contrast_order,contrast_type,anchor,family,metric,left_delay,right_delay,contrast_label,direction_multiplier,operationality,count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,positive_share,discordant_positive,discordant_negative,classification
722,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,debt_weighted_liquidated_vault_share,0,2,delay_2_minus_0,1,operational,128,-0.0008067252877656219,0.0007475675445570536,-0.002271957675097447,0.0006585070995662033,0.0,0.0,0.0,0.0,0.0,0.0001545463099167393,0.0625,8,4,
723,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,debt_weighted_liquidated_vault_share,0,2,delay_2_minus_0,1,operational,128,-0.0008067252877656219,0.0007475675445570536,-0.002271957675097447,0.0006585070995662033,0.0,0.0,0.0,0.0,0.0,0.0001545463099167393,0.0625,8,4,
724,response_shape_classification,stable_supported__joint_crypto_stable_stress,,debt_weighted_liquidated_vault_share,0,2,delay_2_minus_0,1,operational,128,-0.0008067252877656219,0.0007475675445570536,-0.002271957675097447,0.0006585070995662033,0.0,0.0,0.0,0.0,0.0,0.0001545463099167393,0.0625,8,4,no_delay_effect
725,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,realised_bad_debt_share,0,1,delay_1_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
726,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,realised_bad_debt_share,0,1,delay_1_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
727,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,realised_bad_debt_share,1,2,delay_2_minus_1,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
728,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,realised_bad_debt_share,1,2,delay_2_minus_1,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
729,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,realised_bad_debt_share,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
730,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,realised_bad_debt_share,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
731,response_shape_classification,stable_supported__joint_crypto_stable_stress,,realised_bad_debt_share,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
732,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,positive_realised_bad_debt,0,1,delay_1_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
733,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,positive_realised_bad_debt,0,1,delay_1_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
734,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,positive_realised_bad_debt,1,2,delay_2_minus_1,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
735,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,positive_realised_bad_debt,1,2,delay_2_minus_1,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
736,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,positive_realised_bad_debt,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
737,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,positive_realised_bad_debt,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
738,response_shape_classification,stable_supported__joint_crypto_stable_stress,,positive_realised_bad_debt,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
739,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,terminal_active_bad_debt_share,0,1,delay_1_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
740,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,terminal_active_bad_debt_share,0,1,delay_1_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
741,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,terminal_active_bad_debt_share,1,2,delay_2_minus_1,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
742,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,terminal_active_bad_debt_share,1,2,delay_2_minus_1,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
743,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,terminal_active_bad_debt_share,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
744,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,terminal_active_bad_debt_share,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
745,response_shape_classification,stable_supported__joint_crypto_stable_stress,,terminal_active_bad_debt_share,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
746,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,below_peg_burden,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
747,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,below_peg_burden,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
748,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,below_peg_burden,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
749,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,below_peg_burden,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
750,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,below_peg_burden,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
751,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,below_peg_burden,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
752,response_shape_classification,stable_supported__joint_crypto_stable_stress,,below_peg_burden,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,no_delay_effect
753,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,mean_absolute_peg_deviation,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
754,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,mean_absolute_peg_deviation,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
755,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,mean_absolute_peg_deviation,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
756,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,mean_absolute_peg_deviation,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
757,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,mean_absolute_peg_deviation,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
758,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,mean_absolute_peg_deviation,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
759,response_shape_classification,stable_supported__joint_crypto_stable_stress,,mean_absolute_peg_deviation,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,no_delay_effect
760,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,minimum_dai_price,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
761,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,minimum_dai_price,0,1,delay_1_minus_0,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,
762,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,minimum_dai_price,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
763,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,minimum_dai_price,1,2,delay_2_minus_1,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,
764,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,minimum_dai_price,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
765,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,minimum_dai_price,0,2,delay_2_minus_0,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,
766,response_shape_classification,stable_supported__joint_crypto_stable_stress,,minimum_dai_price,0,2,delay_2_minus_0,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,no_delay_effect
767,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,restricted_mean_recovery_time,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
768,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,restricted_mean_recovery_time,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
769,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,restricted_mean_recovery_time,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
770,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,restricted_mean_recovery_time,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
771,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,restricted_mean_recovery_time,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
772,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,restricted_mean_recovery_time,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
773,response_shape_classification,stable_supported__joint_crypto_stable_stress,,restricted_mean_recovery_time,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,no_delay_effect
774,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,recovery_probability_720h,0,1,delay_1_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
775,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,recovery_probability_720h,0,1,delay_1_minus_0,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
776,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,recovery_probability_720h,1,2,delay_2_minus_1,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
777,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,recovery_probability_720h,1,2,delay_2_minus_1,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
778,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,recovery_probability_720h,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
779,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,recovery_probability_720h,0,2,delay_2_minus_0,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
780,response_shape_classification,stable_supported__joint_crypto_stable_stress,,recovery_probability_720h,0,2,delay_2_minus_0,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
781,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,initial_debt_exposure,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
782,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,initial_debt_exposure,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
783,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,initial_debt_exposure,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
784,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,absolute_mismatch_area,0,1,delay_1_minus_0,1,operational,128,3.0340808582095247,0.053460880160690796,2.9292975330945707,3.1388641833244786,2.9339627532770907,2.2171431941263737,2.6223411836204065,3.417946708383833,3.8643748356824306,4.2036524207886155,1.0,128,0,
785,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,absolute_mismatch_area,1,2,delay_2_minus_1,1,operational,128,1.8661182912702825,0.030668456054531664,1.8060081174034004,1.9262284651371646,1.8292585617803219,1.4261974667532775,1.6007810705695453,2.063868226121029,2.3216910421545838,2.462733768483078,1.0,128,0,
786,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,absolute_mismatch_area,0,2,delay_2_minus_0,1,operational,128,4.900199149479808,0.0831940613228079,4.737138789287104,5.063259509672512,4.780287831594229,3.6528822739501368,4.237025593413532,5.5279291987982395,6.285049512441906,6.648831215972197,1.0,128,0,
787,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,peak_absolute_mismatch,0,1,delay_1_minus_0,1,operational,128,0.12506973125219087,0.0006346174463964315,0.12382588105725387,0.12631358144712787,0.12484123093884028,0.11415471395951307,0.12283814241104592,0.12753647628820597,0.13085170675193616,0.13650401580760596,1.0,128,0,
788,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,peak_absolute_mismatch,1,2,delay_2_minus_1,1,operational,128,0.0027813089116122324,0.0004985791670839304,0.0018040937441277287,0.003758524079096736,0.0017023649840676863,-0.0028315870229419704,0.00026241027421137,0.004015726725361414,0.008293986262224964,0.010153289702859999,0.78125,100,28,
789,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,peak_absolute_mismatch,0,2,delay_2_minus_0,1,operational,128,0.1278510401638031,0.0009467375623722127,0.12599543454155357,0.12970664578605265,0.12721786074612196,0.11366619155526693,0.12340713115233236,0.13156174139125656,0.13846773622079492,0.14092956804339363,1.0,128,0,
790,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,oracle_overvaluation_area,0,1,delay_1_minus_0,1,operational,128,1.5008459962140979,0.028328588506818613,1.4453219627407334,1.5563700296874623,1.4645977006117255,1.07339579005539,1.2509724297317404,1.6910326053273639,1.9422394740345899,2.102686773297611,1.0,128,0,
791,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,oracle_overvaluation_area,1,2,delay_2_minus_1,1,operational,128,0.9171093304323972,0.017843666504670227,0.8821357440832436,0.9520829167815508,0.911613304589838,0.6509130708346983,0.7621785526483302,1.031195849125313,1.1536580228121855,1.2782494358757246,1.0,128,0,
792,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,oracle_overvaluation_area,0,2,delay_2_minus_0,1,operational,128,2.417955326646495,0.045527793497451785,2.3287208513914894,2.5071898019015,2.376692152448231,1.7418236072876694,2.0160605860840755,2.728065254671055,3.1511261806047797,3.3249282493974603,1.0,128,0,
793,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,peak_oracle_overvaluation,0,1,delay_1_minus_0,1,operational,128,0.12506973125219087,0.0006346174463964315,0.12382588105725387,0.12631358144712787,0.12484123093884028,0.11415471395951307,0.12283814241104592,0.12753647628820597,0.13085170675193616,0.13650401580760596,1.0,128,0,
794,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,peak_oracle_overvaluation,1,2,delay_2_minus_1,1,operational,128,0.0027813089116122324,0.0004985791670839304,0.0018040937441277287,0.003758524079096736,0.0017023649840676863,-0.0028315870229419704,0.00026241027421137,0.004015726725361414,0.008293986262224964,0.010153289702859999,0.78125,100,28,
795,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,peak_oracle_overvaluation,0,2,delay_2_minus_0,1,operational,128,0.1278510401638031,0.0009467375623722127,0.12599543454155357,0.12970664578605265,0.12721786074612196,0.11366619155526693,0.12340713115233236,0.13156174139125656,0.13846773622079492,0.14092956804339363,1.0,128,0,
796,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,oracle_undervaluation_area,0,1,delay_1_minus_0,1,operational,128,1.5332348619954272,0.027773161979156066,1.4787994645162814,1.587670259474573,1.4841391573054006,1.0916041491813053,1.3194998864311267,1.7570797591117695,1.9459662211309994,2.093229273947061,1.0,128,0,
797,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,oracle_undervaluation_area,1,2,delay_2_minus_1,1,operational,128,0.9490089608378856,0.01720171132733687,0.9152936066363053,0.9827243150394658,0.9230614223945774,0.6724220191971806,0.8138433001567831,1.0914610588443512,1.2055645947933389,1.2755164399830212,1.0,128,0,
798,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,oracle_undervaluation_area,0,2,delay_2_minus_0,1,operational,128,2.4822438228333126,0.04433334168439511,2.395350473131898,2.569137172534727,2.3856239156719865,1.7830636392455967,2.1276748217110018,2.8566888714070924,3.1774019332255174,3.3235750226918985,1.0,128,0,
799,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,peak_oracle_undervaluation,0,1,delay_1_minus_0,1,operational,128,0.037462242959361985,0.0011960238622134999,0.035118036189423524,0.03980644972930045,0.034579846027199955,0.020816636369869915,0.026925581751974955,0.045730772581895895,0.05271569089929993,0.06874336388509995,1.0,128,0,
800,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,peak_oracle_undervaluation,1,2,delay_2_minus_1,1,operational,128,0.015763606798349317,0.0007854962221236421,0.014224034202986978,0.017303179393711655,0.015381673643713066,0.0008675253677389848,0.010176351296728824,0.020534911068224956,0.028552910615707354,0.03232496117437987,0.96875,124,4,
801,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,peak_oracle_undervaluation,0,2,delay_2_minus_0,1,operational,128,0.05322584975771131,0.0015807570090513692,0.05012756601997063,0.05632413349545199,0.04681737904741606,0.030322454613286032,0.04124339065282493,0.06638900833429996,0.07765100070953686,0.0903582597111999,1.0,128,0,
802,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,mismatch_hours,0,1,delay_1_minus_0,1,operational,128,766.90625,0.030249739700838812,766.8469605101864,766.9655394898136,767.0,766.0,767.0,767.0,767.0,767.0,1.0,128,0,
803,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,mismatch_hours,1,2,delay_2_minus_1,1,operational,128,0.09375,0.030249739700838812,0.03446051018635593,0.15303948981364407,0.0,0.0,0.0,0.0,0.0,1.0,0.078125,10,0,
804,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,mismatch_hours,0,2,delay_2_minus_0,1,operational,128,767.0,0.0,767.0,767.0,767.0,767.0,767.0,767.0,767.0,767.0,1.0,128,0,
805,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,mismatch_hours_above_tolerance,0,1,delay_1_minus_0,1,operational,128,766.90625,0.030249739700838812,766.8469605101864,766.9655394898136,767.0,766.0,767.0,767.0,767.0,767.0,1.0,128,0,
806,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,mismatch_hours_above_tolerance,1,2,delay_2_minus_1,1,operational,128,0.09375,0.030249739700838812,0.03446051018635593,0.15303948981364407,0.0,0.0,0.0,0.0,0.0,1.0,0.078125,10,0,
807,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,mismatch_hours_above_tolerance,0,2,delay_2_minus_0,1,operational,128,767.0,0.0,767.0,767.0,767.0,767.0,767.0,767.0,767.0,767.0,1.0,128,0,
808,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,false_safe_vault_hours,0,1,delay_1_minus_0,1,operational,128,2.4375,0.6122468543242351,1.2374961655244991,3.637503834475501,0.0,0.0,0.0,0.0,7.599999999999994,15.599999999999966,0.234375,30,0,
809,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,false_safe_vault_hours,1,2,delay_2_minus_1,1,operational,128,2.046875,0.5440555837627485,0.9805260558250128,3.113223944174987,0.0,0.0,0.0,0.0,6.299999999999997,13.649999999999991,0.2265625,29,0,
810,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,false_safe_vault_hours,0,2,delay_2_minus_0,1,operational,128,4.484375,1.1518015018570333,2.2268440563602145,6.741905943639786,0.0,0.0,0.0,0.0,15.299999999999997,29.89999999999995,0.234375,30,0,
811,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,false_safe_debt_hours,0,1,delay_1_minus_0,1,operational,128,15496.607861819575,5994.850073781323,3746.7017172081833,27246.514006430967,0.0,0.0,0.0,0.0,9532.740536818066,51104.76281101075,0.234375,30,0,
812,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,false_safe_debt_hours,1,2,delay_2_minus_1,1,operational,128,13644.074486425703,6372.85072266637,1153.2870699996183,26134.861902851786,0.0,0.0,0.0,0.0,4010.273392823837,46794.702739667744,0.2265625,29,1,
813,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,false_safe_debt_hours,0,2,delay_2_minus_0,1,operational,128,29140.68234824528,11933.59249195956,5750.84106400454,52530.523632486016,0.0,0.0,0.0,0.0,13458.283280096526,105044.3780738407,0.234375,30,0,
814,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,peak_false_safe_debt,0,1,delay_1_minus_0,1,operational,128,11290.406430601668,4442.507534165536,2583.0916636372185,19997.72119756612,0.0,0.0,0.0,0.0,3906.6547584269038,43380.65830838091,0.234375,30,0,
815,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,peak_false_safe_debt,1,2,delay_2_minus_1,1,operational,128,381.79364440368124,184.07453352217462,21.007558700219022,742.5797301071434,0.0,0.0,0.0,0.0,0.0,1253.6089654065388,0.0859375,11,0,
816,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,peak_false_safe_debt,0,2,delay_2_minus_0,1,operational,128,11672.200075005352,4588.2544440911415,2679.221364586714,20665.17878542399,0.0,0.0,0.0,0.0,3906.6547584269038,44505.77357493758,0.234375,30,0,
817,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,false_unsafe_vault_hours,0,1,delay_1_minus_0,1,operational,128,1.3203125,0.4304384543817858,0.4766531294116999,2.1639718705883,0.0,0.0,0.0,0.0,4.0,7.0,0.171875,22,0,
818,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,false_unsafe_vault_hours,1,2,delay_2_minus_1,1,operational,128,1.015625,0.3178158836505667,0.3927058680448893,1.6385441319551108,0.0,0.0,0.0,0.0,2.0,6.0,0.171875,22,1,
819,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,false_unsafe_vault_hours,0,2,delay_2_minus_0,1,operational,128,2.3359375,0.7372002713826972,0.8910249680899136,3.780850031910086,0.0,0.0,0.0,0.0,7.0,11.299999999999983,0.1953125,25,0,
820,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,false_unsafe_debt_hours,0,1,delay_1_minus_0,1,operational,128,6123.822092950382,3560.729798063971,-855.2083112550008,13102.852497155765,0.0,0.0,0.0,0.0,2742.876313856739,5342.03511049985,0.171875,22,0,
821,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,false_unsafe_debt_hours,1,2,delay_2_minus_1,1,operational,128,7667.38380872671,4965.065746247775,-2064.145053918928,17398.91267137235,0.0,0.0,0.0,0.0,1343.1315905568536,4111.2525699166135,0.171875,22,1,
822,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,false_unsafe_debt_hours,0,2,delay_2_minus_0,1,operational,128,13791.205901677093,7270.912141312296,-459.7818952950074,28042.193698649193,0.0,0.0,0.0,0.0,4823.154524273007,8483.511591005668,0.1953125,25,0,
823,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,peak_false_unsafe_debt,0,1,delay_1_minus_0,1,operational,128,5143.2143710899145,3204.8256549688767,-1138.2439126490835,11424.672654828912,0.0,0.0,0.0,0.0,1426.1110889597269,4118.639016241832,0.171875,22,0,
824,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,peak_false_unsafe_debt,1,2,delay_2_minus_1,1,operational,128,1900.167888771068,1779.8313074912764,-1588.3014739118337,5388.63725145397,0.0,0.0,0.0,0.0,0.0,478.7148762366503,0.0859375,11,0,
825,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,peak_false_unsafe_debt,0,2,delay_2_minus_0,1,operational,128,7043.382259860983,3703.8285424769974,-216.12168339393156,14302.886203115897,0.0,0.0,0.0,0.0,1474.2536785379136,4118.639016241832,0.1953125,25,0,
826,collateral_delay_contrast,stable_supported__joint_crypto_stable_stress,ETH,eligible_liquidation_tab,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
