contrast_order,contrast_type,anchor,family,metric,left_capacity,right_capacity,contrast_label,direction_multiplier,operationality,count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,positive_share,discordant_positive,discordant_negative,classification
304,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,initial_debt_exposure,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
305,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,eligible_liquidation_tab,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
306,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,eligible_liquidation_tab,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
307,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,eligible_liquidation_tab,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
308,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,candidate_count,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
309,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,candidate_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
310,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,candidate_count,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
311,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,profitability_filtered_count,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
312,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,profitability_filtered_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
313,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,profitability_filtered_count,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
314,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,selected_count,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
315,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,selected_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
316,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,selected_count,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
317,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,rejected_count,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
318,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,rejected_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
319,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,rejected_count,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
320,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,successful_closure_count,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
321,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,successful_closure_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
322,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,successful_closure_count,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
323,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,liquidated_debt,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
324,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,liquidated_debt,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
325,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,liquidated_debt,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
326,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,terminal_unresolved_tab,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
327,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,terminal_unresolved_tab,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
328,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,terminal_unresolved_tab,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
329,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,backlog_area,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
330,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,backlog_area,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
331,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,backlog_area,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
332,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,maximum_backlog,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
333,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,maximum_backlog,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
334,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,maximum_backlog,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
335,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,terminal_active_bad_debt,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
336,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,terminal_active_bad_debt,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
337,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,terminal_active_bad_debt,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
338,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,realised_bad_debt,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
339,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,realised_bad_debt,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
340,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,realised_bad_debt,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
341,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,keeper_profit_proxy,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
342,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,keeper_profit_proxy,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
343,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,keeper_profit_proxy,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
344,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,share_system_capacity_consumed,14,26,capacity_14_minus_26,1,operational,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
345,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,share_system_capacity_consumed,26,45,capacity_26_minus_45,1,operational,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
346,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,share_system_capacity_consumed,14,45,capacity_14_minus_45,1,operational,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
347,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,share_system_rejections,14,26,capacity_14_minus_26,1,operational,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
348,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,share_system_rejections,26,45,capacity_26_minus_45,1,not_operational,0,,,,,,,,,,,,0,0,
349,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,share_system_rejections,14,45,capacity_14_minus_45,1,not_operational,0,,,,,,,,,,,,0,0,
350,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,contribution_to_system_backlog,14,26,capacity_14_minus_26,1,operational,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
351,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,contribution_to_system_backlog,26,45,capacity_26_minus_45,1,operational,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
352,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,contribution_to_system_backlog,14,45,capacity_14_minus_45,1,operational,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
353,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,exposure_normalised_backlog,14,26,capacity_14_minus_26,1,not_operational,0,,,,,,,,,,,,0,0,
354,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,exposure_normalised_backlog,26,45,capacity_26_minus_45,1,not_operational,0,,,,,,,,,,,,0,0,
355,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,exposure_normalised_backlog,14,45,capacity_14_minus_45,1,not_operational,0,,,,,,,,,,,,0,0,
356,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,exposure_normalised_unresolved_tab,14,26,capacity_14_minus_26,1,not_operational,0,,,,,,,,,,,,0,0,
357,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,exposure_normalised_unresolved_tab,26,45,capacity_26_minus_45,1,not_operational,0,,,,,,,,,,,,0,0,
358,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,exposure_normalised_unresolved_tab,14,45,capacity_14_minus_45,1,not_operational,0,,,,,,,,,,,,0,0,
359,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,displaced_candidates,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
360,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,displaced_candidates,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
361,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,displaced_candidates,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
362,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,cross_family_displacement_hours,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
363,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,cross_family_displacement_hours,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
364,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,cross_family_displacement_hours,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
365,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,backlog_area_share,14,26,capacity_14_minus_26,1,operational,128,2.7661708976675983e-05,2.5098663651967056e-05,-2.1531671781179446e-05,7.68550897345314e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
366,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,backlog_area_share,14,26,capacity_14_minus_26,1,operational,128,2.7661708976675983e-05,2.5098663651967056e-05,-2.1531671781179446e-05,7.68550897345314e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
367,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,backlog_area_share,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
368,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,backlog_area_share,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
369,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,backlog_area_share,14,45,capacity_14_minus_45,1,operational,128,2.7661708976675983e-05,2.5098663651967056e-05,-2.1531671781179446e-05,7.68550897345314e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
370,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,backlog_area_share,14,45,capacity_14_minus_45,1,operational,128,2.7661708976675983e-05,2.5098663651967056e-05,-2.1531671781179446e-05,7.68550897345314e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
371,monotonicity_classification,stable_supported__joint_crypto_stable_stress,,backlog_area_share,14,45,capacity_14_minus_45,1,operational,128,2.7661708976675983e-05,2.5098663651967056e-05,-2.1531671781179446e-05,7.68550897345314e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,no_capacity_effect
372,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,maximum_unresolved_tab_share,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
373,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,maximum_unresolved_tab_share,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
374,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,maximum_unresolved_tab_share,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
375,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,maximum_unresolved_tab_share,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
376,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,maximum_unresolved_tab_share,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
377,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,maximum_unresolved_tab_share,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
378,monotonicity_classification,stable_supported__joint_crypto_stable_stress,,maximum_unresolved_tab_share,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,no_capacity_effect
379,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,terminal_unresolved_tab_share,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
380,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,terminal_unresolved_tab_share,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
381,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,terminal_unresolved_tab_share,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
382,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,terminal_unresolved_tab_share,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
383,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,terminal_unresolved_tab_share,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
384,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,terminal_unresolved_tab_share,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
385,monotonicity_classification,stable_supported__joint_crypto_stable_stress,,terminal_unresolved_tab_share,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,no_capacity_effect
386,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,liquidation_completion_ratio,14,26,capacity_14_minus_26,1,operational,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
387,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,liquidation_completion_ratio,14,26,capacity_14_minus_26,-1,operational,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
388,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,liquidation_completion_ratio,26,45,capacity_26_minus_45,1,operational,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
389,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,liquidation_completion_ratio,26,45,capacity_26_minus_45,-1,operational,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
390,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,liquidation_completion_ratio,14,45,capacity_14_minus_45,1,operational,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
391,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,liquidation_completion_ratio,14,45,capacity_14_minus_45,-1,operational,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
392,monotonicity_classification,stable_supported__joint_crypto_stable_stress,,liquidation_completion_ratio,14,45,capacity_14_minus_45,-1,operational,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,no_capacity_effect
393,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,capacity_rejected_opportunity_count,14,26,capacity_14_minus_26,1,operational,128,0.078125,0.04520482557118498,-0.010476458119522553,0.16672645811952255,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,3,0,
394,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,capacity_rejected_opportunity_count,14,26,capacity_14_minus_26,1,operational,128,0.078125,0.04520482557118498,-0.010476458119522553,0.16672645811952255,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,3,0,
395,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,capacity_rejected_opportunity_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
396,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,capacity_rejected_opportunity_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
397,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,capacity_rejected_opportunity_count,14,45,capacity_14_minus_45,1,operational,128,0.078125,0.04520482557118498,-0.010476458119522553,0.16672645811952255,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,3,0,
398,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,capacity_rejected_opportunity_count,14,45,capacity_14_minus_45,1,operational,128,0.078125,0.04520482557118498,-0.010476458119522553,0.16672645811952255,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,3,0,
399,monotonicity_classification,stable_supported__joint_crypto_stable_stress,,capacity_rejected_opportunity_count,14,45,capacity_14_minus_45,1,operational,128,0.078125,0.04520482557118498,-0.010476458119522553,0.16672645811952255,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,3,0,no_capacity_effect
400,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,capacity_rejection_share,14,26,capacity_14_minus_26,1,operational,40,0.0037916666666666667,0.0021574322443332697,-0.00043690053222654153,0.008020233865559875,0.0,0.0,0.0,0.0,0.0,0.042083333333333306,0.075,3,0,
