contrast_order,contrast_type,anchor,family,metric,left_capacity,right_capacity,contrast_label,direction_multiplier,operationality,count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,positive_share,discordant_positive,discordant_negative,classification
488,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,realised_bad_debt_share,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
489,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,realised_bad_debt_share,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
490,monotonicity_classification,stable_supported__joint_crypto_stable_stress,,realised_bad_debt_share,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
491,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,positive_realised_bad_debt,14,26,capacity_14_minus_26,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
492,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,positive_realised_bad_debt,14,26,capacity_14_minus_26,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
493,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,positive_realised_bad_debt,26,45,capacity_26_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
494,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,positive_realised_bad_debt,26,45,capacity_26_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
495,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,positive_realised_bad_debt,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
496,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,positive_realised_bad_debt,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
497,monotonicity_classification,stable_supported__joint_crypto_stable_stress,,positive_realised_bad_debt,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
498,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,terminal_active_bad_debt_share,14,26,capacity_14_minus_26,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
499,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,terminal_active_bad_debt_share,14,26,capacity_14_minus_26,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
500,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,terminal_active_bad_debt_share,26,45,capacity_26_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
501,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,terminal_active_bad_debt_share,26,45,capacity_26_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
502,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,terminal_active_bad_debt_share,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
503,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,terminal_active_bad_debt_share,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
504,monotonicity_classification,stable_supported__joint_crypto_stable_stress,,terminal_active_bad_debt_share,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
505,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,below_peg_burden,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
506,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,below_peg_burden,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
507,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,below_peg_burden,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
508,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,below_peg_burden,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
509,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,below_peg_burden,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
510,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,below_peg_burden,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
511,monotonicity_classification,stable_supported__joint_crypto_stable_stress,,below_peg_burden,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,no_capacity_effect
512,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,mean_absolute_peg_deviation,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
513,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,mean_absolute_peg_deviation,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
514,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,mean_absolute_peg_deviation,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
515,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,mean_absolute_peg_deviation,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
516,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,mean_absolute_peg_deviation,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
517,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,mean_absolute_peg_deviation,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
518,monotonicity_classification,stable_supported__joint_crypto_stable_stress,,mean_absolute_peg_deviation,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,no_capacity_effect
519,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,minimum_dai_price,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
520,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,minimum_dai_price,14,26,capacity_14_minus_26,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,
521,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,minimum_dai_price,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
522,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,minimum_dai_price,26,45,capacity_26_minus_45,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,
523,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,minimum_dai_price,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
524,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,minimum_dai_price,14,45,capacity_14_minus_45,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,
525,monotonicity_classification,stable_supported__joint_crypto_stable_stress,,minimum_dai_price,14,45,capacity_14_minus_45,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,no_capacity_effect
526,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,restricted_mean_recovery_time,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
527,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,restricted_mean_recovery_time,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
528,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,restricted_mean_recovery_time,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
529,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,restricted_mean_recovery_time,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
530,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,restricted_mean_recovery_time,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
531,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,restricted_mean_recovery_time,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
532,monotonicity_classification,stable_supported__joint_crypto_stable_stress,,restricted_mean_recovery_time,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,no_capacity_effect
533,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,recovery_probability_720h,14,26,capacity_14_minus_26,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
534,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,recovery_probability_720h,14,26,capacity_14_minus_26,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
535,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,recovery_probability_720h,26,45,capacity_26_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
536,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,recovery_probability_720h,26,45,capacity_26_minus_45,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
537,raw_capacity_contrast,stable_supported__joint_crypto_stable_stress,,recovery_probability_720h,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
538,direction_normalised_capacity_relief,stable_supported__joint_crypto_stable_stress,,recovery_probability_720h,14,45,capacity_14_minus_45,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
539,monotonicity_classification,stable_supported__joint_crypto_stable_stress,,recovery_probability_720h,14,45,capacity_14_minus_45,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
540,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,initial_debt_exposure,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
541,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,initial_debt_exposure,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
542,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,initial_debt_exposure,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
543,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,eligible_liquidation_tab,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
544,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,eligible_liquidation_tab,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
545,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,eligible_liquidation_tab,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
546,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,candidate_count,14,26,capacity_14_minus_26,1,operational,128,0.1484375,0.1210446266567437,-0.08880996824721765,0.38568496824721765,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
547,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,candidate_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
548,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,candidate_count,14,45,capacity_14_minus_45,1,operational,128,0.1484375,0.1210446266567437,-0.08880996824721765,0.38568496824721765,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
549,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,profitability_filtered_count,14,26,capacity_14_minus_26,1,operational,128,0.1015625,0.07671901686011287,-0.04880677304582123,0.25193177304582126,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
550,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,profitability_filtered_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
551,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,profitability_filtered_count,14,45,capacity_14_minus_45,1,operational,128,0.1015625,0.07671901686011287,-0.04880677304582123,0.25193177304582126,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
552,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,selected_count,14,26,capacity_14_minus_26,1,operational,128,-0.0546875,0.03891458214466775,-0.13096008100354878,0.021585081003548792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,
553,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,selected_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
554,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,selected_count,14,45,capacity_14_minus_45,1,operational,128,-0.0546875,0.03891458214466775,-0.13096008100354878,0.021585081003548792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,
555,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,rejected_count,14,26,capacity_14_minus_26,1,operational,128,0.078125,0.04520482557118498,-0.010476458119522553,0.16672645811952255,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,3,0,
556,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,rejected_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
557,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,rejected_count,14,45,capacity_14_minus_45,1,operational,128,0.078125,0.04520482557118498,-0.010476458119522553,0.16672645811952255,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,3,0,
558,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,successful_closure_count,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
559,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,successful_closure_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
560,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,successful_closure_count,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
561,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,liquidated_debt,14,26,capacity_14_minus_26,1,operational,128,4.547473508864641e-13,4.547473508864641e-13,-4.3655745685100554e-13,1.3460521586239338e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,1,0,
562,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,liquidated_debt,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
563,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,liquidated_debt,14,45,capacity_14_minus_45,1,operational,128,4.547473508864641e-13,4.547473508864641e-13,-4.3655745685100554e-13,1.3460521586239338e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,1,0,
564,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,terminal_unresolved_tab,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
565,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,terminal_unresolved_tab,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
566,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,terminal_unresolved_tab,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
567,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,backlog_area,14,26,capacity_14_minus_26,1,operational,128,69.1542724416895,62.746659129917404,-53.82917945294861,192.1377243363276,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
568,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,backlog_area,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
569,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,backlog_area,14,45,capacity_14_minus_45,1,operational,128,69.1542724416895,62.746659129917404,-53.82917945294861,192.1377243363276,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
570,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,maximum_backlog,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
571,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,maximum_backlog,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
572,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,maximum_backlog,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
573,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,terminal_active_bad_debt,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
574,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,terminal_active_bad_debt,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
575,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,terminal_active_bad_debt,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
576,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,realised_bad_debt,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
577,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,realised_bad_debt,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
578,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,realised_bad_debt,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
579,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,keeper_profit_proxy,14,26,capacity_14_minus_26,1,operational,128,-0.10270442690321602,0.13142704961422352,-0.36030144414709414,0.1548925903406621,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,1,1,
580,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,keeper_profit_proxy,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
581,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,keeper_profit_proxy,14,45,capacity_14_minus_45,1,operational,128,-0.10270442690321602,0.13142704961422352,-0.36030144414709414,0.1548925903406621,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,1,1,
582,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,share_system_capacity_consumed,14,26,capacity_14_minus_26,1,operational,40,-0.0002886632341723899,0.00020634886602677064,-0.0006931070115848603,0.00011578054324008053,0.0,-0.00022644927536232182,0.0,0.0,0.0,0.0,0.0,0,2,
583,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,share_system_capacity_consumed,26,45,capacity_26_minus_45,1,operational,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
584,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,share_system_capacity_consumed,14,45,capacity_14_minus_45,1,operational,40,-0.0002886632341723899,0.00020634886602677064,-0.0006931070115848603,0.00011578054324008053,0.0,-0.00022644927536232182,0.0,0.0,0.0,0.0,0.0,0,2,
585,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,share_system_rejections,14,26,capacity_14_minus_26,1,not_operational,0,,,,,,,,,,,,0,0,
586,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,share_system_rejections,26,45,capacity_26_minus_45,1,not_operational,0,,,,,,,,,,,,0,0,
587,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,share_system_rejections,14,45,capacity_14_minus_45,1,not_operational,0,,,,,,,,,,,,0,0,
588,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,contribution_to_system_backlog,14,26,capacity_14_minus_26,1,operational,37,3.0862582792444305e-05,2.256181691184119e-05,-1.3358578354764426e-05,7.508374393965303e-05,0.0,0.0,0.0,0.0,0.0,7.917947771727105e-05,0.05405405405405406,2,0,
589,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,contribution_to_system_backlog,26,45,capacity_26_minus_45,1,operational,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
590,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,contribution_to_system_backlog,14,45,capacity_14_minus_45,1,operational,37,3.0862582792444305e-05,2.256181691184119e-05,-1.3358578354764426e-05,7.508374393965303e-05,0.0,0.0,0.0,0.0,0.0,7.917947771727105e-05,0.05405405405405406,2,0,
591,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,exposure_normalised_backlog,14,26,capacity_14_minus_26,1,operational,128,4.347304876866189e-05,3.944497535890574e-05,-3.3839102934793365e-05,0.00012078520047211714,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
592,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,exposure_normalised_backlog,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
593,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,exposure_normalised_backlog,14,45,capacity_14_minus_45,1,operational,128,4.347304876866189e-05,3.944497535890574e-05,-3.3839102934793365e-05,0.00012078520047211714,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
594,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,exposure_normalised_unresolved_tab,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
595,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,exposure_normalised_unresolved_tab,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
596,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,exposure_normalised_unresolved_tab,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
597,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,displaced_candidates,14,26,capacity_14_minus_26,1,operational,128,0.0390625,0.02806581425635193,-0.015946495942449783,0.09407149594244979,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
598,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,displaced_candidates,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
599,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,displaced_candidates,14,45,capacity_14_minus_45,1,operational,128,0.0390625,0.02806581425635193,-0.015946495942449783,0.09407149594244979,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
600,collateral_capacity_contrast,stable_supported__joint_crypto_stable_stress,ETH,cross_family_displacement_hours,14,26,capacity_14_minus_26,1,operational,128,0.015625,0.011004959288293975,-0.005944720205056191,0.037194720205056195,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
