capacity_profile,capacity,confidence_scenario,contrast,metric,paired_count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,minimum,maximum,positive_share,discordant_positive_count,discordant_negative_count
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,unresolved_vault_count,128,-0.109375,0.0639443107475,-0.234705849065,0.015955849065,0,0,0,0,0,0,-6,0,0,0,3
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,unresolved_tab_at_horizon_dai,128,-2.07463371219,1.1910838435,-4.40915804546,0.259890621082,0,0,0,0,0,0,-95.1272484843,0,0,0,3
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,maximum_backlog_duration,128,-87.6953125,12.4725069631,-112.141426148,-63.2491988523,-25.5,-397.1,-88.25,-2.75,0,0,-658,22,0.03125,4,103
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,active_bad_debt_at_horizon_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,maximum_active_bad_debt_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,keeper_profit_dai,128,-518.378696869,51.2438943221,-618.81672974,-417.940663997,-330.812397587,-1449.11314038,-654.771588482,-185.635383606,-93.0123486828,-52.380438382,-3650.77915143,0.212986259663,0.0078125,1,127
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,recovered_before_execution_count,128,17.921875,0.975626273663,16.0096475036,19.8341024964,17,3,10,24,31.3,38.3,0,55,0.984375,126,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,recovered_before_closure_count,128,24.390625,1.21881545731,22.0017467037,26.7795032963,22,5,14,34.25,44,47.65,0,56,0.9921875,127,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,minimum_dai_price,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,maximum_negative_peg_deviation,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,mean_absolute_peg_deviation,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,hours_below_0995,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,hours_above_1005,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,first_return_time,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,failed_recovery_attempts,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,recovery_probability_168h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,recovery_probability_336h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,recovery_probability_720h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,final_dai_price,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,final_peg_band_status,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,minimum_confidence,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,mean_confidence_loss,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,confidence_at_horizon,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,hours_at_confidence_floor,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,hours_recovery_gate_closed,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,first_recovery_gate_open,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,recovery_gate_reopenings,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,cumulative_panic_contribution,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,maximum_panic_contribution,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,paired_liquidations_avoided,128,24.28125,1.21227205321,21.9051967757,26.6573032243,22,5,14,34.25,44,47,0,56,0.9921875,127,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,paired_additional_liquidations,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,paired_avoided_debt_dai,128,5237.86042989,431.753625399,4391.62332411,6084.09753567,3907.34055828,500.734187684,2325.91369852,6328.47320259,9635.08836408,15120.6000979,0,28943.5251513,0.9921875,127,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,paired_additional_debt_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_central,full_week - persistent_trough,closure_time_difference_mean,128,-0.818247548989,0.102136404194,-1.01843490121,-0.618060196768,-0.500342090859,-2.39407210669,-1.21395761562,-0.206762802208,0.030366547293,0.12045,-10.3490566038,1.25510204082,0.125,16,107
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,backlog_area_dai_hours,128,-130802.694697,12037.0143229,-154395.24277,-107210.146624,-98076.3269504,-361627.766691,-173614.074437,-37412.0346193,-17185.9440984,-5733.0305681,-1043193.77458,0,0,0,127
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,maximum_unresolved_tab_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,cumulative_realised_bad_debt_dai,128,-5.96306682632e-13,4.21941776505e-13,-1.42331256458e-12,2.30699199317e-13,0,-1.05365716152e-12,-1.22159057973e-13,7.17587974269e-14,2.74713651041e-13,5.19419708784e-13,-3.23056392434e-11,1.62023517214e-11,0.453125,58,44
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,below_peg_burden,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,restricted_mean_recovery_time,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,unsafe_vault_count,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,peak_unsafe_share,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,newly_unsafe_count,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,cumulative_arrival_count,128,-300.4296875,42.6286261123,-383.98179468,-216.87758032,-57.5,-1357.1,-359,-16.25,0,0,-2411,56,0.03125,4,103
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,cumulative_attempts,128,-158.265625,20.9257348375,-199.280065282,-117.251184718,-43.5,-734.25,-219,-17.75,-6.7,-3,-1218,13,0.0234375,3,123
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,cumulative_successful_closures,128,-24.28125,1.21227205321,-26.6573032243,-21.9051967757,-22,-47,-34.25,-14,-7,-5,-56,0,0,0,127
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,cumulative_capacity_rejected,128,-0.015625,0.0110049592883,-0.0371947202051,0.00594472020506,0,0,0,0,0,0,-1,0,0,0,2
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,cumulative_unprofitable_attempts,128,-133.984375,20.3854888959,-173.939933236,-94.028816764,-15.5,-694.1,-185.5,0,1,4.65,-1171,16,0.1328125,17,88
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,binding_hours,128,-0.015625,0.0110049592883,-0.0371947202051,0.00594472020506,0,0,0,0,0,0,-1,0,0,0,2
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,positive_demand_hours,128,-30.375,4.28660704987,-38.7767498177,-21.9732501823,-7.5,-125.3,-31,-1,0,0,-248,4,0.03125,4,103
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,mean_capacity_utilisation,128,0.00574779690793,0.00427012688209,-0.00262165178097,0.0141172455968,-0.00296296296296,-0.063235170592,-0.0242534755693,0.0322468598939,0.0600524592576,0.101940526862,-0.0872397443826,0.196281179138,0.453125,58,69
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,maximum_capacity_utilisation,128,-0.0347222222222,0.00807318492085,-0.0505456646671,-0.0188987797774,0,-0.258888888889,0,0,0,0,-0.488888888889,0,0,0,25
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,maximum_attempts_one_hour,128,-1.5625,0.363293321438,-2.27455491002,-0.850445089981,0,-11.65,0,0,0,0,-22,0,0,0,25
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,cumulative_debt_repaid_dai,128,-5237.86042989,431.753625399,-6084.09753567,-4391.62332411,-3907.34055828,-15120.6000979,-6328.47320259,-2325.91369852,-1274.41026901,-500.734187684,-28943.5251513,0,0,0,127
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,completed_liquidation_count,128,-24.28125,1.21227205321,-26.6573032243,-21.9051967757,-22,-47,-34.25,-14,-7,-5,-56,0,0,0,127
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,unresolved_vault_count,128,-0.109375,0.0639443107475,-0.234705849065,0.015955849065,0,0,0,0,0,0,-6,0,0,0,3
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,unresolved_tab_at_horizon_dai,128,-2.07463371219,1.1910838435,-4.40915804546,0.259890621082,0,0,0,0,0,0,-95.1272484843,0,0,0,3
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,maximum_backlog_duration,128,-87.6953125,12.4725069631,-112.141426148,-63.2491988523,-25.5,-397.1,-88.25,-2.75,0,0,-658,22,0.03125,4,103
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,active_bad_debt_at_horizon_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,maximum_active_bad_debt_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,keeper_profit_dai,128,-518.378696869,51.2438943221,-618.81672974,-417.940663997,-330.812397587,-1449.11314038,-654.771588482,-185.635383606,-93.0123486828,-52.380438382,-3650.77915143,0.212986259663,0.0078125,1,127
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,recovered_before_execution_count,128,17.921875,0.975626273663,16.0096475036,19.8341024964,17,3,10,24,31.3,38.3,0,55,0.984375,126,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,recovered_before_closure_count,128,24.390625,1.21881545731,22.0017467037,26.7795032963,22,5,14,34.25,44,47.65,0,56,0.9921875,127,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,minimum_dai_price,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,maximum_negative_peg_deviation,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,mean_absolute_peg_deviation,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,hours_below_0995,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,hours_above_1005,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,first_return_time,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,failed_recovery_attempts,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,recovery_probability_168h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,recovery_probability_336h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,recovery_probability_720h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,final_dai_price,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,final_peg_band_status,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,minimum_confidence,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,mean_confidence_loss,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,confidence_at_horizon,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,hours_at_confidence_floor,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,hours_recovery_gate_closed,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,first_recovery_gate_open,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,recovery_gate_reopenings,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,cumulative_panic_contribution,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,maximum_panic_contribution,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,paired_liquidations_avoided,128,24.28125,1.21227205321,21.9051967757,26.6573032243,22,5,14,34.25,44,47,0,56,0.9921875,127,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,paired_additional_liquidations,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,paired_avoided_debt_dai,128,5237.86042989,431.753625399,4391.62332411,6084.09753567,3907.34055828,500.734187684,2325.91369852,6328.47320259,9635.08836408,15120.6000979,0,28943.5251513,0.9921875,127,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,paired_additional_debt_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_high,45,confidence_fragile,full_week - persistent_trough,closure_time_difference_mean,128,-0.818247548989,0.102136404194,-1.01843490121,-0.618060196768,-0.500342090859,-2.39407210669,-1.21395761562,-0.206762802208,0.030366547293,0.12045,-10.3490566038,1.25510204082,0.125,16,107
