cell_order,cell_identifier,shock,portfolio,family,metric,applicable_replication_count,not_applicable_replication_count,invalid_replication_count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,minimum,maximum,positive_share
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,WBTC,exposure_normalised_backlog,128,0,0,0.0557534267845,0.0136114556283,0.0290749737531,0.0824318798159,0,0,0,0.0187280542464,0.133811397264,0.462969480409,0,0.943832951616,0.390625
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,WBTC,exposure_normalised_bad_debt,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,WBTC,contribution_to_system_backlog,104,24,0,0.0541116083625,0.0106225291783,0.033291451173,0.074931765552,0,0,0,0.0473815240231,0.200918472942,0.29358669538,0,0.523686121444,0.480769230769
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,WBTC,contribution_to_system_bad_debt,6,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,WBTC,displaced_candidates,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,WBTC,simultaneous_unsafe_hours,128,0,0,3.2890625,0.509524483977,2.2903945114,4.2877304886,0,0,0,4.25,12,16.65,0,28,0.3984375
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,WBTC,maximum_backlog,128,0,0,5459.047603,1181.59421795,3143.12293582,7774.97227017,0,0,0,2747.07621414,18498.7968879,31779.8173664,0,71180.8643625,0.390625
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,initial_debt_exposure,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,unsafe_vault_count,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,liquidation_arrivals,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
